indicator,country_code,country,year,value_f,note_f,value_m,note_m
Certain infectious and parasitic diseases,LTU,Lithuania,2000,125,,365,
Certain infectious and parasitic diseases,LTU,Lithuania,2001,115,,349,
Certain infectious and parasitic diseases,LTU,Lithuania,2002,135,,339,
Certain infectious and parasitic diseases,LTU,Lithuania,2003,128,,351,
Certain infectious and parasitic diseases,LTU,Lithuania,2004,108,,343,
Certain infectious and parasitic diseases,LTU,Lithuania,2005,117,,391,
Certain infectious and parasitic diseases,LTU,Lithuania,2006,149,,365,
Certain infectious and parasitic diseases,LTU,Lithuania,2007,135,,369,
Certain infectious and parasitic diseases,LTU,Lithuania,2008,170,,370,
Certain infectious and parasitic diseases,LTU,Lithuania,2009,141,,310,
Certain infectious and parasitic diseases,LTU,Lithuania,2010,165,,316,
Certain infectious and parasitic diseases,LTU,Lithuania,2011,200,,353,
Certain infectious and parasitic diseases,LTU,Lithuania,2012,215,,387,
Certain infectious and parasitic diseases,LTU,Lithuania,2013,232,,403,
Certain infectious and parasitic diseases,LTU,Lithuania,2014,271,,406,
Certain infectious and parasitic diseases,LTU,Lithuania,2015,307,,428,
Certain infectious and parasitic diseases,LTU,Lithuania,2016,352,,448,
Certain infectious and parasitic diseases,LTU,Lithuania,2017,297,,336,
Certain infectious and parasitic diseases,LTU,Lithuania,2018,293,,320,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2000,289,,663,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2001,276,,677,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2002,304,,691,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2003,268,,718,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2004,247,,698,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2005,254,,642,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2006,207,,691,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2007,263,,751,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2008,192,,613,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2009,176,,581,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2010,197,,549,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2011,150,,556,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2012,185,,509,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2013,218,,507,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2014,147,,441,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2015,186,,477,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2016,157,,405,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2017,184,,445,
Chronic obstructive Pulmonary diseases,LTU,Lithuania,2018,139,,411,
Asthma,LTU,Lithuania,2000,48,,43,
Asthma,LTU,Lithuania,2001,23,,31,
Asthma,LTU,Lithuania,2002,41,,36,
Asthma,LTU,Lithuania,2003,30,,34,
Asthma,LTU,Lithuania,2004,33,,25,
Asthma,LTU,Lithuania,2005,28,,35,
Asthma,LTU,Lithuania,2006,23,,23,
Asthma,LTU,Lithuania,2007,30,,22,
Asthma,LTU,Lithuania,2008,36,,23,
Asthma,LTU,Lithuania,2009,22,,24,
Asthma,LTU,Lithuania,2010,23,,18,
Asthma,LTU,Lithuania,2011,15,,18,
Asthma,LTU,Lithuania,2012,33,,18,
Asthma,LTU,Lithuania,2013,26,,24,
Asthma,LTU,Lithuania,2014,15,,21,
Asthma,LTU,Lithuania,2015,28,,19,
Asthma,LTU,Lithuania,2016,21,,14,
Asthma,LTU,Lithuania,2017,32,,19,
Asthma,LTU,Lithuania,2018,27,,11,
Certain conditions originating in the perinatal period,LTU,Lithuania,2000,45,,49,
Certain conditions originating in the perinatal period,LTU,Lithuania,2001,21,,51,
Certain conditions originating in the perinatal period,LTU,Lithuania,2002,29,,41,
Certain conditions originating in the perinatal period,LTU,Lithuania,2003,33,,46,
Certain conditions originating in the perinatal period,LTU,Lithuania,2004,40,,46,
Certain conditions originating in the perinatal period,LTU,Lithuania,2005,36,,50,
Certain conditions originating in the perinatal period,LTU,Lithuania,2006,33,,41,
Certain conditions originating in the perinatal period,LTU,Lithuania,2007,36,,35,
Certain conditions originating in the perinatal period,LTU,Lithuania,2008,32,,38,
Certain conditions originating in the perinatal period,LTU,Lithuania,2009,26,,51,
Certain conditions originating in the perinatal period,LTU,Lithuania,2010,31,,34,
Certain conditions originating in the perinatal period,LTU,Lithuania,2011,28,,40,
Certain conditions originating in the perinatal period,LTU,Lithuania,2012,23,,28,
Certain conditions originating in the perinatal period,LTU,Lithuania,2013,14,,27,
Certain conditions originating in the perinatal period,LTU,Lithuania,2014,23,,18,
Certain conditions originating in the perinatal period,LTU,Lithuania,2015,17,,29,
Certain conditions originating in the perinatal period,LTU,Lithuania,2016,18,,24,
Certain conditions originating in the perinatal period,LTU,Lithuania,2017,15,,14,
Certain conditions originating in the perinatal period,LTU,Lithuania,2018,19,,23,
Hodgkin’s disease,COL,Colombia,2000,53,,70,
Hodgkin’s disease,COL,Colombia,2001,64,,82,
Hodgkin’s disease,COL,Colombia,2002,61,,104,
Hodgkin’s disease,COL,Colombia,2003,87,,132,
Hodgkin’s disease,COL,Colombia,2004,99,,102,
Hodgkin’s disease,COL,Colombia,2005,72,,80,
Hodgkin’s disease,COL,Colombia,2006,59,,87,
Hodgkin’s disease,COL,Colombia,2007,51,,66,
Hodgkin’s disease,COL,Colombia,2008,37,,77,
Hodgkin’s disease,COL,Colombia,2009,55,,96,
Hodgkin’s disease,COL,Colombia,2010,64,,92,
Hodgkin’s disease,COL,Colombia,2011,56,,79,
Hodgkin’s disease,COL,Colombia,2012,70,,83,
Hodgkin’s disease,COL,Colombia,2013,74,,98,
Hodgkin’s disease,COL,Colombia,2014,61,,82,
Hodgkin’s disease,COL,Colombia,2015,74,,101,
Hodgkin’s disease,COL,Colombia,2016,67,,113,
Hodgkin’s disease,COL,Colombia,2017,88,,104,
Hodgkin’s disease,LTU,Lithuania,2000,16,,15,
Hodgkin’s disease,LTU,Lithuania,2001,20,,19,
Hodgkin’s disease,LTU,Lithuania,2002,14,,16,
Hodgkin’s disease,LTU,Lithuania,2003,7,,14,
Hodgkin’s disease,LTU,Lithuania,2004,15,,16,
Hodgkin’s disease,LTU,Lithuania,2005,18,,12,
Hodgkin’s disease,LTU,Lithuania,2006,14,,15,
Hodgkin’s disease,LTU,Lithuania,2007,9,,14,
Hodgkin’s disease,LTU,Lithuania,2008,15,,9,
Hodgkin’s disease,LTU,Lithuania,2009,6,,8,
Hodgkin’s disease,LTU,Lithuania,2010,6,,9,
Hodgkin’s disease,LTU,Lithuania,2011,6,,8,
Hodgkin’s disease,LTU,Lithuania,2013,1,,5,
Hodgkin’s disease,LTU,Lithuania,2014,5,,6,
Hodgkin’s disease,LTU,Lithuania,2015,8,,9,
Hodgkin’s disease,LTU,Lithuania,2016,10,,3,
Hodgkin’s disease,LTU,Lithuania,2017,2,,5,
Hodgkin’s disease,LTU,Lithuania,2018,8,,5,
Asthma,COL,Colombia,2000,335,,262,
Asthma,COL,Colombia,2001,317,,245,
Asthma,COL,Colombia,2002,277,,282,
Asthma,COL,Colombia,2003,327,,243,
Asthma,COL,Colombia,2004,308,,239,
Asthma,COL,Colombia,2005,231,,207,
Asthma,COL,Colombia,2006,225,,190,
Asthma,COL,Colombia,2007,243,,202,
Asthma,COL,Colombia,2008,219,,169,
Asthma,COL,Colombia,2009,167,,149,
Asthma,COL,Colombia,2010,158,,129,
Asthma,COL,Colombia,2011,133,,102,
Asthma,COL,Colombia,2012,111,,95,
Asthma,COL,Colombia,2013,122,,89,
Asthma,COL,Colombia,2014,123,,89,
Asthma,COL,Colombia,2015,124,,84,
Asthma,COL,Colombia,2016,104,,76,
Asthma,COL,Colombia,2017,107,,78,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2000,404,,423,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2001,428,,416,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2002,453,,421,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2003,430,,444,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2004,450,,446,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2005,463,,465,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2006,465,,454,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2007,480,,440,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2008,485,,461,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2009,479,,518,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2010,473,,480,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2011,488,,466,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2012,431,,483,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2013,456,,476,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2014,436,,496,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2015,474,,509,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2016,489,,432,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2017,458,,453,
"Malignant neoplasms of colon, rectum and anus",LTU,Lithuania,2018,431,,456,
Accidental falls,LTU,Lithuania,2000,120,,300,
Accidental falls,LTU,Lithuania,2001,106,,363,
Accidental falls,LTU,Lithuania,2002,119,,365,
Accidental falls,LTU,Lithuania,2003,133,,311,
Accidental falls,LTU,Lithuania,2004,99,,335,
Accidental falls,LTU,Lithuania,2005,117,,389,
Accidental falls,LTU,Lithuania,2006,138,,417,
Accidental falls,LTU,Lithuania,2007,111,,407,
Accidental falls,LTU,Lithuania,2008,125,,379,
Accidental falls,LTU,Lithuania,2009,95,,260,
Accidental falls,LTU,Lithuania,2010,81,,224,
Accidental falls,LTU,Lithuania,2011,107,,241,
Accidental falls,LTU,Lithuania,2012,107,,239,
Accidental falls,LTU,Lithuania,2013,128,,250,
Accidental falls,LTU,Lithuania,2014,122,,230,
Accidental falls,LTU,Lithuania,2015,139,,255,
Accidental falls,LTU,Lithuania,2016,150,,251,
Accidental falls,LTU,Lithuania,2017,197,,227,
Accidental falls,LTU,Lithuania,2018,214,,237,
Malignant neoplasms of pancreas,CRI,Costa Rica,2000,70,,54,
Malignant neoplasms of pancreas,CRI,Costa Rica,2001,81,,80,
Malignant neoplasms of pancreas,CRI,Costa Rica,2002,63,,79,
Malignant neoplasms of pancreas,CRI,Costa Rica,2003,73,,74,
Malignant neoplasms of pancreas,CRI,Costa Rica,2004,90,,86,
Malignant neoplasms of pancreas,CRI,Costa Rica,2005,86,,74,
Malignant neoplasms of pancreas,CRI,Costa Rica,2006,78,,80,
Malignant neoplasms of pancreas,CRI,Costa Rica,2007,80,,90,
Malignant neoplasms of pancreas,CRI,Costa Rica,2008,59,,69,
Malignant neoplasms of pancreas,CRI,Costa Rica,2009,81,,75,
Malignant neoplasms of pancreas,CRI,Costa Rica,2010,94,,107,
Malignant neoplasms of pancreas,CRI,Costa Rica,2011,88,,110,
Malignant neoplasms of pancreas,CRI,Costa Rica,2012,104,,118,
Malignant neoplasms of pancreas,CRI,Costa Rica,2013,127,,94,
Malignant neoplasms of pancreas,CRI,Costa Rica,2014,122,,91,
Malignant neoplasms of pancreas,CRI,Costa Rica,2015,123,,105,
Malignant neoplasms of pancreas,CRI,Costa Rica,2016,136,,132,
Malignant neoplasms of pancreas,CRI,Costa Rica,2017,147,,127,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2000,162,,112,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2001,183,,131,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2002,191,,149,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2003,172,,130,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2004,195,,140,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2005,213,,165,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2006,200,,162,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2007,206,,146,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2008,183,,133,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2009,204,,134,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2010,181,,131,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2011,175,,140,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2012,217,,153,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2013,187,,150,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2014,181,,125,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2015,191,,164,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2016,188,,151,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2017,256,,202,
"Endocrine, nutritional and metabolic diseases",LTU,Lithuania,2018,343,,220,
Cerebrovascular diseases,LTU,Lithuania,2000,3133,,1764,
Cerebrovascular diseases,LTU,Lithuania,2001,3082,,1904,
Cerebrovascular diseases,LTU,Lithuania,2002,3313,,1960,
Cerebrovascular diseases,LTU,Lithuania,2003,3183,,1969,
Cerebrovascular diseases,LTU,Lithuania,2004,3251,,1965,
Cerebrovascular diseases,LTU,Lithuania,2005,3400,,2010,
Cerebrovascular diseases,LTU,Lithuania,2006,3689,,2155,
Cerebrovascular diseases,LTU,Lithuania,2007,3490,,2131,
Cerebrovascular diseases,LTU,Lithuania,2008,3724,,2119,
Cerebrovascular diseases,LTU,Lithuania,2009,3671,,2102,
Cerebrovascular diseases,LTU,Lithuania,2010,3662,,2097,
Cerebrovascular diseases,LTU,Lithuania,2011,3602,,2084,
Cerebrovascular diseases,LTU,Lithuania,2012,3618,,2035,
Cerebrovascular diseases,LTU,Lithuania,2013,3682,,2215,
Cerebrovascular diseases,LTU,Lithuania,2014,3537,,1973,
Cerebrovascular diseases,LTU,Lithuania,2015,3708,,1986,
Cerebrovascular diseases,LTU,Lithuania,2016,3566,,2032,
Cerebrovascular diseases,LTU,Lithuania,2017,3418,,1950,
Cerebrovascular diseases,LTU,Lithuania,2018,3390,,1962,
Pneumonia,LTU,Lithuania,2000,133,,258,
Pneumonia,LTU,Lithuania,2001,115,,249,
Pneumonia,LTU,Lithuania,2002,145,,299,
Pneumonia,LTU,Lithuania,2003,165,,303,
Pneumonia,LTU,Lithuania,2004,160,,370,
Pneumonia,LTU,Lithuania,2005,199,,461,
Pneumonia,LTU,Lithuania,2006,218,,442,
Pneumonia,LTU,Lithuania,2007,220,,556,
Pneumonia,LTU,Lithuania,2008,247,,482,
Pneumonia,LTU,Lithuania,2009,241,,399,
Pneumonia,LTU,Lithuania,2010,134,,261,
Pneumonia,LTU,Lithuania,2011,136,,258,
Pneumonia,LTU,Lithuania,2012,131,,256,
Pneumonia,LTU,Lithuania,2013,207,,383,
Pneumonia,LTU,Lithuania,2014,167,,305,
Pneumonia,LTU,Lithuania,2015,220,,335,
Pneumonia,LTU,Lithuania,2016,226,,346,
Pneumonia,LTU,Lithuania,2017,227,,351,
Pneumonia,LTU,Lithuania,2018,253,,398,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2000,3,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2001,4,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2002,6,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2003,1,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2004,5,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2005,4,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2007,2,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2008,3,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2010,2,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2011,2,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2012,3,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2013,2,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2014,1,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2015,3,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2016,2,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2017,2,,,
"Complications of pregnancy, childbirth and the puerperium",LTU,Lithuania,2018,4,,,
Malignant neoplasms of bladder,LTU,Lithuania,2000,52,,175,
Malignant neoplasms of bladder,LTU,Lithuania,2001,58,,176,
Malignant neoplasms of bladder,LTU,Lithuania,2002,51,,153,
Malignant neoplasms of bladder,LTU,Lithuania,2003,51,,160,
Malignant neoplasms of bladder,LTU,Lithuania,2004,53,,169,
Malignant neoplasms of bladder,LTU,Lithuania,2005,58,,173,
Malignant neoplasms of bladder,LTU,Lithuania,2006,52,,183,
Malignant neoplasms of bladder,LTU,Lithuania,2007,62,,162,
Malignant neoplasms of bladder,LTU,Lithuania,2008,48,,186,
Malignant neoplasms of bladder,LTU,Lithuania,2009,51,,157,
Malignant neoplasms of bladder,LTU,Lithuania,2010,54,,194,
Malignant neoplasms of bladder,LTU,Lithuania,2011,55,,178,
Malignant neoplasms of bladder,LTU,Lithuania,2012,54,,173,
Malignant neoplasms of bladder,LTU,Lithuania,2013,68,,146,
Malignant neoplasms of bladder,LTU,Lithuania,2014,56,,172,
Malignant neoplasms of bladder,LTU,Lithuania,2015,53,,180,
Malignant neoplasms of bladder,LTU,Lithuania,2016,63,,202,
Malignant neoplasms of bladder,LTU,Lithuania,2017,68,,196,
Malignant neoplasms of bladder,LTU,Lithuania,2018,51,,185,
Diseases of the genitourinary system,LTU,Lithuania,2000,170,,167,
Diseases of the genitourinary system,LTU,Lithuania,2001,138,,152,
Diseases of the genitourinary system,LTU,Lithuania,2002,151,,156,
Diseases of the genitourinary system,LTU,Lithuania,2003,156,,135,
Diseases of the genitourinary system,LTU,Lithuania,2004,147,,146,
Diseases of the genitourinary system,LTU,Lithuania,2005,150,,160,
Diseases of the genitourinary system,LTU,Lithuania,2006,148,,161,
Diseases of the genitourinary system,LTU,Lithuania,2007,174,,195,
Diseases of the genitourinary system,LTU,Lithuania,2008,160,,143,
Diseases of the genitourinary system,LTU,Lithuania,2009,140,,142,
Diseases of the genitourinary system,LTU,Lithuania,2010,187,,131,
Diseases of the genitourinary system,LTU,Lithuania,2011,149,,137,
Diseases of the genitourinary system,LTU,Lithuania,2012,150,,129,
Diseases of the genitourinary system,LTU,Lithuania,2013,176,,141,
Diseases of the genitourinary system,LTU,Lithuania,2014,178,,161,
Diseases of the genitourinary system,LTU,Lithuania,2015,189,,168,
Diseases of the genitourinary system,LTU,Lithuania,2016,220,,174,
Diseases of the genitourinary system,LTU,Lithuania,2017,204,,139,
Diseases of the genitourinary system,LTU,Lithuania,2018,173,,135,
Acute myocardial infarction,LTU,Lithuania,2000,549,,686,
Acute myocardial infarction,LTU,Lithuania,2001,528,,730,
Acute myocardial infarction,LTU,Lithuania,2002,567,,765,
Acute myocardial infarction,LTU,Lithuania,2003,619,,782,
Acute myocardial infarction,LTU,Lithuania,2004,618,,814,
Acute myocardial infarction,LTU,Lithuania,2005,608,,780,
Acute myocardial infarction,LTU,Lithuania,2006,613,,733,
Acute myocardial infarction,LTU,Lithuania,2007,633,,719,
Acute myocardial infarction,LTU,Lithuania,2008,615,,676,
Acute myocardial infarction,LTU,Lithuania,2009,549,,667,
Acute myocardial infarction,LTU,Lithuania,2010,618,,657,
Acute myocardial infarction,LTU,Lithuania,2011,623,,701,
Acute myocardial infarction,LTU,Lithuania,2012,619,,655,
Acute myocardial infarction,LTU,Lithuania,2013,591,,713,
Acute myocardial infarction,LTU,Lithuania,2014,535,,625,
Acute myocardial infarction,LTU,Lithuania,2015,622,,688,
Acute myocardial infarction,LTU,Lithuania,2016,534,,576,
Acute myocardial infarction,LTU,Lithuania,2017,583,,562,
Acute myocardial infarction,LTU,Lithuania,2018,537,,589,
Malignant neoplasms of ovary,COL,Colombia,2000,492,,,
Malignant neoplasms of ovary,COL,Colombia,2001,515,,,
Malignant neoplasms of ovary,COL,Colombia,2002,550,,,
Malignant neoplasms of ovary,COL,Colombia,2003,572,,,
Malignant neoplasms of ovary,COL,Colombia,2004,563,,,
Malignant neoplasms of ovary,COL,Colombia,2005,646,,,
Malignant neoplasms of ovary,COL,Colombia,2006,655,,,
Malignant neoplasms of ovary,COL,Colombia,2007,710,,,
Malignant neoplasms of ovary,COL,Colombia,2008,684,,,
Malignant neoplasms of ovary,COL,Colombia,2009,711,,,
Malignant neoplasms of ovary,COL,Colombia,2010,699,,,
Malignant neoplasms of ovary,COL,Colombia,2011,778,,,
Malignant neoplasms of ovary,COL,Colombia,2012,796,,,
Malignant neoplasms of ovary,COL,Colombia,2013,858,,,
Malignant neoplasms of ovary,COL,Colombia,2014,907,,,
Malignant neoplasms of ovary,COL,Colombia,2015,963,,,
Malignant neoplasms of ovary,COL,Colombia,2016,1029,,,
Malignant neoplasms of ovary,COL,Colombia,2017,1077,,,
Alzheimer's disease,CRI,Costa Rica,2000,29,,17,
Alzheimer's disease,CRI,Costa Rica,2001,36,,31,
Alzheimer's disease,CRI,Costa Rica,2002,40,,25,
Alzheimer's disease,CRI,Costa Rica,2003,33,,31,
Alzheimer's disease,CRI,Costa Rica,2004,70,,40,
Alzheimer's disease,CRI,Costa Rica,2005,51,,45,
Alzheimer's disease,CRI,Costa Rica,2006,57,,42,
Alzheimer's disease,CRI,Costa Rica,2007,56,,46,
Alzheimer's disease,CRI,Costa Rica,2008,78,,43,
Alzheimer's disease,CRI,Costa Rica,2009,78,,37,
